_id,restaurantName,restaurantType,restaurantURL
61c6bfb23eeabd17711463b7,花月嵐,Japanese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTE4smX0R95Py_gwIjH-zrMCob4g4VS2jq8Nw&usqp=CAU
61c6c0833eeabd17711463b8,sukiya,Japanese,https://www.sukiya-jp.com.tw/common/img/template/head_logo_sk@2x.png
61c6c0d93eeabd17711463b9,讚其本家,Japanese,https://cf.shopee.tw/file/f7684357b6050c7664fa634f1c794f40
61c6c1873eeabd17711463ba,梁社漢,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTimpQqP8r8Ba8PVgBKp-8LB8Jz2aNqItSqvw&usqp=CAU
61c6c4123eeabd17711463bb,滿粥穗,Chinese,https://breeze-assets.breeze.com.tw/shop/wish.jpg?15474399039959
61c6c45a3eeabd17711463bc,洪師父牛肉麵,Chinese,img.shoplineapp.com/media/image_clips/6142ab755590e50017e26249/original.png?1631759221
61c8322ed31a6749c0abf784,CqdpS,American,https://picsum.photos/id/366200
61c8322fd31a6749c0abf79d,pOfoX,Chinese,https://picsum.photos/id/475200
61c83230d31a6749c0abf7ba,aaxdx,American,https://picsum.photos/id/692200
61c83231d31a6749c0abf7d7,wIHMr,Japanese,https://picsum.photos/id/465200
61c83233d31a6749c0abf7f4,LemJW,Japanese,https://picsum.photos/id/339200
61c8339bd31a6749c0abf809,cBXqJ,American,https://picsum.photos/id/584200
61c8339dd31a6749c0abf82a,bwvWq,Chinese,https://picsum.photos/id/132200
61c8339ed31a6749c0abf847,SvSMF,Chinese,https://picsum.photos/id/242200
61c8339fd31a6749c0abf864,kaDdN,Chinese,https://picsum.photos/id/476200
61c833a1d31a6749c0abf881,gdxij,Chinese,https://picsum.photos/id/935200
61c833a2d31a6749c0abf8a2,HQUPJ,American,https://picsum.photos/id/111200
61c833a4d31a6749c0abf8bf,aHsZI,Chinese,https://picsum.photos/id/632200
61c833a5d31a6749c0abf8d8,xTeru,Japanese,https://picsum.photos/id/610200
61c833a6d31a6749c0abf8f5,EpHGE,American,https://picsum.photos/id/518200
61c833a8d31a6749c0abf912,skifI,Japanese,https://picsum.photos/id/615200
61c833ecd31a6749c0abf92f,vDbvz,Japanese,https://picsum.photos/id/67200
61c833edd31a6749c0abf94c,Wfvkj,American,https://picsum.photos/id/23200
61c833efd31a6749c0abf965,MPYUZ,Chinese,https://picsum.photos/id/980200
61c833f0d31a6749c0abf97e,gmAXB,Chinese,https://picsum.photos/id/347200
61c833f1d31a6749c0abf997,TLpLV,American,https://picsum.photos/id/307200
61c8342bd31a6749c0abf9b8,MfYPA,Chinese,https://picsum.photos/id/904200
61c8342bd31a6749c0abf9c3,fmYmW,Japanese,https://picsum.photos/id/73200
61c8342cd31a6749c0abf9ce,VCmrb,Japanese,https://picsum.photos/id/749200
61c8342cd31a6749c0abf9d9,IVpKt,American,https://picsum.photos/id/811200
61c8342dd31a6749c0abf9e4,KTnwk,Japanese,https://picsum.photos/id/149200
61c8342dd31a6749c0abf9ef,ylBeG,Japanese,https://picsum.photos/id/285200
61c8342ed31a6749c0abf9fa,QAtad,Japanese,https://picsum.photos/id/49200
61c8342ed31a6749c0abfa05,FFwuV,Japanese,https://picsum.photos/id/808200
61c8342fd31a6749c0abfa10,dfVpZ,American,https://picsum.photos/id/765200
61c8342fd31a6749c0abfa1b,oieyc,American,https://picsum.photos/id/988200
61c83440d31a6749c0abfa26,rIRBu,American,https://picsum.photos/id/231200
61c83441d31a6749c0abfa35,IBnqC,Japanese,https://picsum.photos/id/549200
61c83441d31a6749c0abfa44,aycHa,Chinese,https://picsum.photos/id/236200
61c83442d31a6749c0abfa53,obewC,Chinese,https://picsum.photos/id/514200
61c83443d31a6749c0abfa62,ViDEI,Japanese,https://picsum.photos/id/81200
61c83443d31a6749c0abfa71,mxahr,Japanese,https://picsum.photos/id/210200
61c83444d31a6749c0abfa80,qNEuj,American,https://picsum.photos/id/707200
61c83445d31a6749c0abfa8f,BLDyL,Japanese,https://picsum.photos/id/886200
61c83445d31a6749c0abfa9e,nwruo,Japanese,https://picsum.photos/id/694200
61c83446d31a6749c0abfaad,KoYXC,Chinese,https://picsum.photos/id/339200
61c83447d31a6749c0abfabc,aDfvF,Chinese,https://picsum.photos/id/792200
61c83448d31a6749c0abfacb,TkOoO,American,https://picsum.photos/id/796200
61c83448d31a6749c0abfada,DLcRz,Japanese,https://picsum.photos/id/107200
61c83449d31a6749c0abfae9,MxbMt,Chinese,https://picsum.photos/id/264200
61c8344ad31a6749c0abfaf8,HMxJO,American,https://picsum.photos/id/945200
61c8344ad31a6749c0abfb07,rhdnl,Japanese,https://picsum.photos/id/741200
61c8344bd31a6749c0abfb16,uzPrh,Chinese,https://picsum.photos/id/105200
61c8344cd31a6749c0abfb25,wtVfo,Chinese,https://picsum.photos/id/672200
61c8344dd31a6749c0abfb34,vskTo,Japanese,https://picsum.photos/id/800200
61c8344dd31a6749c0abfb43,UyfmW,Japanese,https://picsum.photos/id/288200
61c83478d31a6749c0abfb52,pbpUl,Chinese,https://picsum.photos/id/249200
61c83478d31a6749c0abfb5f,gkJxo,Chinese,https://picsum.photos/id/531200
61c83479d31a6749c0abfb6c,mHkPf,Chinese,https://picsum.photos/id/627200
61c8347ad31a6749c0abfb79,ZDqOi,Japanese,https://picsum.photos/id/680200
61c8347ad31a6749c0abfb86,hOIxL,Japanese,https://picsum.photos/id/280200
61c8347bd31a6749c0abfb93,yzSah,Japanese,https://picsum.photos/id/585200
61c8347bd31a6749c0abfba0,IIQoG,American,https://picsum.photos/id/523200
61c8347cd31a6749c0abfbad,uzYOV,Chinese,https://picsum.photos/id/736200
61c8347dd31a6749c0abfbba,TdAxT,American,https://picsum.photos/id/925200
61c8347dd31a6749c0abfbc7,sReHK,Japanese,https://picsum.photos/id/335200
61c8347ed31a6749c0abfbd4,GKgRP,Chinese,https://picsum.photos/id/918200
61c8347ed31a6749c0abfbe1,GTRQH,Japanese,https://picsum.photos/id/217200
61c8347fd31a6749c0abfbee,iSwiA,Japanese,https://picsum.photos/id/968200
61c83480d31a6749c0abfbfb,DnHiU,American,https://picsum.photos/id/242200
61c83480d31a6749c0abfc08,hMwSP,Japanese,https://picsum.photos/id/771200
61c83481d31a6749c0abfc15,hITue,Chinese,https://picsum.photos/id/673200
61c83481d31a6749c0abfc22,wlpuY,American,https://picsum.photos/id/54200
61c83482d31a6749c0abfc2f,HEkNV,Japanese,https://picsum.photos/id/298200
61c83483d31a6749c0abfc3c,fPLax,Japanese,https://picsum.photos/id/644200
61c83483d31a6749c0abfc49,EgSCv,Chinese,https://picsum.photos/id/332200
61c83484d31a6749c0abfc56,KrdWr,Japanese,https://picsum.photos/id/136200
61c83485d31a6749c0abfc63,ZxKJj,American,https://picsum.photos/id/447200
61c83485d31a6749c0abfc70,icovE,Japanese,https://picsum.photos/id/761200
61c83486d31a6749c0abfc7d,JvsYJ,Chinese,https://picsum.photos/id/321200
61c83486d31a6749c0abfc8a,OEGGk,Chinese,https://picsum.photos/id/96200
61c83572d31a6749c0abfc97,IQeDx,Chinese,https://picsum.photos/id/721200
61c83573d31a6749c0abfcac,FoadK,Chinese,https://picsum.photos/id/970200
61c83574d31a6749c0abfcc1,eOSFs,Chinese,https://picsum.photos/id/162200
61c83575d31a6749c0abfcd6,RysnU,Japanese,https://picsum.photos/id/915200
61c83576d31a6749c0abfceb,aUXBk,American,https://picsum.photos/id/120200
61c83577d31a6749c0abfd00,xlYRe,American,https://picsum.photos/id/380200
61c83578d31a6749c0abfd15,tZTBO,Chinese,https://picsum.photos/id/89200
61c8357ad31a6749c0abfd2a,qZCEC,Japanese,https://picsum.photos/id/404200
61c8357bd31a6749c0abfd3f,sJkqg,Chinese,https://picsum.photos/id/527200
61c8357cd31a6749c0abfd54,XGmVy,Japanese,https://picsum.photos/id/794200
61c8357dd31a6749c0abfd69,XAqMo,Japanese,https://picsum.photos/id/262200
61c8357ed31a6749c0abfd7e,amyrm,American,https://picsum.photos/id/423200
61c8357fd31a6749c0abfd93,PqKuZ,Chinese,https://picsum.photos/id/765200
61c83580d31a6749c0abfda8,ebrGh,American,https://picsum.photos/id/813200
